frequency,words
108268,فغضب
181092,ومتعرفش
152339,هتتعامل
59574,بوتوكس
169876,وتنفيخ
71666,تلريونات
23675,الخاضعين
196332,يغور
99052,طراره
184274,وننذل
129394,مابا
107732,فستحصل
185767,ويتسلل
51971,بحرینی
76136,جمعے
51970,بحرین
63738,تتحولت
127791,لواعظه
26952,الشد
160849,والرفع
13056,اشفطوا
79481,حلبا
121387,لدوامات
182797,ومناسب
20323,البيلاروسيه
17128,الاذربيجانيه
37815,النيوزيلنديه
49285,باکستان
92594,سونار
143880,مهجنه
175332,وصجم
131372,ماكدالنا
113794,كذشتہ
89657,سالوں
196152,يعوقها
148872,نظراات
6864,اتشخصتش
100839,عالمسا
112980,كالطبق
181509,ومدعين
157190,واشمت
158482,والازدراء
126963,لمعتقدنا
180291,وليتك
78138,حدوا
98763,طافنه
31530,الكذاءب
60304,بيتسمو
56139,بفض
117862,لازالات
188165,و٣٠
98102,ضاربين
70951,تقفيله
45806,بالبرررر
113641,كحووووو
10798,ارووح
135691,مخاوفهم
153879,ههههههههههههههههههههههههههههههههههههههاي
57746,بمحلات
44221,باحترافيهوتم
81711,خطرهبالسيطره
101654,عددالسكان
37528,النظرهالسابقه
131731,مانامله
96239,شيءالدرجه
114599,كفيلهبالتعامل
162339,والقضاءعليه
89701,سامعاك
118413,لاقينها
142852,منتس
9126,اختنكت
142308,ممايجمعون
11229,اسبرانس
69945,تعوفهم
149700,نكاهها
12529,اسمانی
90236,ستراتيجياتها
40505,انحنت
33444,المتوثب
69994,تعيها
45898,بالبواسير
166527,وبلادكم
98941,طبعٱ
97141,صخم
171282,وحشرك
54894,بصنه
99316,طفيليه
131931,مانه
102006,عروسی
200819,پروندن
91309,سفيه
141210,مقتولا
138078,مسحولا
138645,مشردا
12814,اشتبهوا
193636,يرموك
140084,معدلها
113589,كجراح
138447,مشاده
93587,سيوقفهم
182055,ومصاريف
165324,وباختاكور
106879,فجحان
88975,زودوها
190592,يتجهوا
167338,وتبررون
75442,جراءهم
134469,متول
19923,البكتيريات
147854,نرم
100661,عالرصيف
109768,فيراير
149423,نفهمیدیم
183441,ونتشافي
92123,سنصوت
155696,واجهاد
6846,اتسيطرش
143412,منعاكم
65441,تحليلا
167401,وتبونه
193895,يسالي
183952,ونضربو
99512,طليله
156932,واستوعبوا
168846,وتطمنوا
16971,الاختصااااص
153872,ههههههههههههههههههههههههههههههااي
51693,بجنس
135296,محرومه
188067,ويوزززززعععع
60286,بيترزع
31975,الكومبس
99450,طلعتنا
34584,المستحسن
123194,لكنكم
12018,استمريتما
48378,بالمكابره
157234,واصبتم
170703,وجهكما
58238,بمنافذها
47839,بالكبدي
93287,سيعتقل
32196,اللانسانيه
68446,تصحو
78612,حسابين
98117,ضاغطينكم
202409,کمپنیاں
90821,سراج
49759,بتتتس
57721,بمحاصره
32249,اللح
141776,مكهالمكرمه
183765,ونستقبل
61371,بيعطيكي
23257,الحقارين
41447,انكسر
38105,الههم
161267,والشبك
203079,یقدمه
106497,فبرایر
120914,لحبايبي
144149,مواطنو
24978,الراغبون
118664,لاندې
128940,لیدلی
200531,ټوخی
83898,دستوني
183719,ونزود
16176,اكلاتنا
152427,هترفع
145289,ميكروباتهم
31634,الكزب
72816,تنفيس
119332,لاينتقم
36337,المميزين
122554,لعنكون
156288,وادفنا
49477,ببلاوي
134375,متهياه
179077,ولاتزايدون
123070,لكاءنا
41821,اهرامات
151797,هالقعده
20011,البلعه
145466,ميييييييييييييح
188613,يابسه
110745,قبضنا
65233,تحسسبا
122295,لعاءل
47846,بالكتييير
191415,يتنامي
105589,فاقل
180162,ولمواجهه
67243,تسارعت
27631,الصخريين
67354,تستای
145547,میایم
201174,پیروزی
76776,جونشونو
68638,تصمیمای
12805,اشتباهش
153467,همشو
96619,صابوا
73947,تيارتيه
119355,لايهرب
79478,حلايف
126787,لمساله
185861,ويتقول
182664,وملاذ
68230,تشمتك
66335,تذكيرك
198189,ينجوكي
44397,بادويتهم
96342,شيطانك
169419,وتقوليله
195160,يصنعوله
117612,لاحس
47067,بالشدايد
177031,وعيالها
187422,ويقررون
120498,لتمديد
76984,جيلياد
101349,عبس
152192,هايلوكس
82689,خييه
172413,ودفنونا
197604,يلمسه
135593,محوث
178423,وكءن
177543,وفضه
132337,مايرعب
81673,خطبتي
130925,ماصابتها
56525,بقوتنا
40986,انطرو
140823,مفرحه
190020,يباااا
104686,غفران
171408,وحفيد
201147,پیتزا
87159,رعبونا
45497,بالاضرار
113292,كبروها
198750,يهداها
140018,معتقدها
45944,بالتبرك
70665,تقاضي
51694,بجنسيات
27810,الصماليين
174461,وسودانيين
39145,اماا
127879,لوحديهم
116206,كونچستال
135993,مخوزن
96817,صامله
130089,ماتكلموني
104470,غررربلته
29933,الغيم
196403,يفتكروك
146501,ناهضوا
198800,يهرعون
122455,لعلاجات
195817,يعدمهم
76693,جوزها
157111,واشتغاله
68214,تشكيلهه
145462,مييين
82524,خونتون
185559,ويبجل
179672,ولتكون
82591,خيالاتنا
44426,باذهاننا
30215,الفرديهوالخاصه
200609,پالیتھا
132778,ماہیپالہ
140989,مقابلے
103823,عوذذاااا
7387,اتوسوس
143098,منذكر
34533,المساند
72435,تنتخي
128775,لينقذو
187647,ويلهم
14655,اعوذوا
155156,وابتعادها
115883,كوروناالشارع
115920,كورونانمسي
103165,عليهاجبتولنا
197763,يمرضكم
188616,يابشروين
58397,بميت
151483,هالتعتيم
181113,ومتفلتين
71326,تكسبه
71327,تكسبها
145027,ميخلصش
184094,ونفسكوا
131014,ماظهرش
119129,لايستوعب
198132,ينتظرونهم
133924,متعتق
194452,يسلخكن
72981,تنيناتكن
88020,ريتوييييييت
14526,اعلامين
180388,ومءثرين
181788,ومساهم
129753,ماتختم
132718,ماينكشفون
67593,تستوعبون
169852,وتنطبق
12306,اسرعها
166424,وبفارق
157797,وافتهم
104910,غيب
9782,ادعيلكم
26796,الشادي
165086,واولمبياد
143892,مهددتان
96403,شيكولاطه
43641,ایزن
90795,سدش
94168,شاکرم
82399,خودمه
150327,ننوسه
81652,خطاج
88635,زفات
25489,الريمديسيفير
26340,السلبيهعلي
25862,الساعون
99182,طريقهالتعامل
39545,امريكا٣٦٠
120422,لتقعد
139595,مطلعيها
59719,بورتوقان
189610,يالكرونا
120071,لتردع
127262,لناخبيك
129775,ماتخيل
145023,ميخسرنيش
133057,مبفكرش
170995,وحبايبي
6463,اتاريهم
170897,وحاسبينه
134084,متفيدكم
189893,يانهاب
173336,وريحوا
121363,لدكتورتك
179686,ولجعفر
53706,بروسهم
69089,تطورو
151903,هالمعدل
181985,ومشتبهين
81723,خططك
13422,اصفقك
91596,سلبيتك
81007,خبيزه
140927,مفهم
152619,هتنضرب
86665,رحالاتها
189597,يالفضيحه
100478,عالادويه
60872,بيرموا
8344,احجبه
178036,وقران
187476,ويقولولهم
152135,هايجيلهم
177299,وفاتي
144080,مواجع
70619,تفيدونا
36868,الموبوردءه
125828,للمربد
9810,ادلعكم
67353,تستاهلين
133571,متدين
195057,يصدقوها
14009,اعبيدك
39790,اموختند
135789,مختنقين
146675,نبعتلها
133963,متعصبه
189666,يالهووووي
109070,فملكيش
49206,بايرجعو
79999,حوثيه
169821,وتنزلو
98461,ضلمت
110468,قاطبتا
108923,فليعلموا
68583,تصفون
180096,وللمرض
86455,ربماا
149510,نقترب
8635,احفظناا
61618,بيكتموا
196744,يقتلونها
162556,والكورنا
77419,حاكمي
79558,حلمته
186970,ويصيبني
7130,اتفيده
5804,ابتسمت
45094,باغينه
55529,بعدهه
68766,تضايقت
81475,خسرتم
165062,واوقفتم
126876,لمصاءبكم
191739,يجزاهم
143038,منخشين
148159,نستهزا
179041,ولاتحاتي
110276,قاءلي
40739,انسانيتو
100703,عالشهداء
15759,اقلهم
153973,هواخطر
85037,ديحجي
134311,متنتقل
122775,لفظي
177248,وغيابهم
54625,بشكلهمباشر
137902,مستقطعه
7556,اجازاتك
160500,والخطابات
155620,واجتهادات
177787,وقاءدات
111550,قضيانا
183610,ونحيطم
86191,رافقتكم
162851,والمتعجرف
160050,والجديره
128610,ليفل
135826,مخز
88333,زالزل
191785,يجماااااعه
154306,هيتعموا
184914,وهيكتموا
128865,ليييييييييييييييييييه
66760,ترعبوا
68774,تضبيط
105705,فالبر
71784,تلقيحنا
147092,نتوفق
92065,سندان
195467,يطفي
142377,ممرضان
88117,رينجي
54433,بشانغهاي
111191,قررا
88642,زفافهما
13338,اصدرا
171102,وحددا
105578,فاقاماه
156413,وارتدي
108249,فعندنا
30759,القارءين
151452,هالبليد
139568,مطقطقلي
34820,المسماري
194178,يستك
198553,ينقش
92017,سنتيان
67431,تستريحوا
137947,مستميته
172456,ودمارا
137545,مسالخير
95260,شفتيها
18577,الامولمه
183465,ونتفاعل
35092,المصتنعه
12450,اسكتلندا
9850,ادنبره
172979,ورحتي
100603,عالجيم
166130,وبركي
88837,زنبن
57523,بليتيون
62028,بيوجع
6423,ابيولا
30165,الفحويات
192896,يخورون
151898,هالمطاوعه
46003,بالتخلي
196175,يعيرها
44665,باستبداله
71660,تلدغ
23462,الحموريه
181892,ومسعفين
28713,العامرات
29676,الغابشي
138113,مسرحيتين
169147,وتغذيه
48283,بالمصانع
74941,جاوبتي
71755,تلفين
107279,فراوله
128355,ليخلصه
185399,وويلات
167833,وتحسرت
54760,بصحبتي
9668,ادخر
118368,لاقرا
198509,ينفعو
146820,نتبني
150300,ننفيها
188595,يابانيتين
61709,بيلغون
180904,ومايلغون
193229,يذبحه
175504,وصقور
68954,تطحنهم
175006,وشغال
191654,يجبهالنا
187471,ويقولنا
179603,ولب
166971,وبيزغط
64364,تتهبلوا
10803,اروپايي
43365,اينقدر
201527,چيز
149819,نكنند
145110,ميرود
136215,مدركينها
117312,لاتفكرون
81863,خلاااااااص
99609,طهورا
100314,عارنا
149516,نقتلوا
61013,بيسخف
159733,والتعنتر
126227,للندم
92184,سنكريه
57604,بمارسو
154016,هوايتهم
83398,دخلكم
100648,عالدماغ
99676,طوشونا
199624,١٧تشرين
175729,وضحكتوا
180456,ومابقي
108668,فلترين
72200,تمنيته
53334,برسبوليس
134438,متوضا
189374,يافهد
163897,والنظاره
50268,بترقصوا
129051,مءخرات
90877,سرحدی
43686,ایمر
117618,لاحصاءيه
12108,استهجان
66525,ترتطم
180443,ومابتموت
133327,متبلغ
155355,واتحبس
200333,٨اذار
128189,ليبني
119207,لايعرفها
6986,اتعبناهم
93427,سيلره
143698,منهيكمك
54638,بشمعه
100464,عاكسه
70595,تفولي
169041,وتعصرله
72027,تمدن
94231,شبعا
121465,لذلک
67927,تسکیر
187717,ويمكثون
114362,كشفهم
174371,وسندهش
137301,مزل
112080,قنعتك
111769,قلبتا
183567,ونحذرها
93784,شابات
116932,لاتبادرون
167482,وتتسق
115342,كنعمه
124645,للديمقراطيين
44360,باداءها
93175,سيستغله
123996,للتدليل
134148,متكبروش
37844,الهاربين
123922,للتبليغ
123031,لقيامها
158869,والامتعاض
171556,وحمبص
184893,وهيصرحو
171407,وحفله
203825,ﷺصناءع
164024,والهلكات
108284,ففرص
81514,خشمن
49172,بايتن
27715,الصعيبات
99675,طوشه
162925,والمجنون
147089,نتوسم
155138,واباءنا
193588,يرفعها
49359,ببدلات
126104,للمن
39198,اماطه
191587,يثبتك
128327,ليحميك
96210,شويخ
8049,احبار
30429,الفلاتيه
138994,مصبغه
145480,مچودر
24969,الراشيده
7589,اجاويد
24564,الدنياولم
41713,اهات
164891,وانين
189335,ياغصه
171151,وحر
53685,بروحهه
94417,شحققت
111174,قربي
131662,مامسوي
166897,وبيتي
187651,ويلو
167042,وبيعطي
51093,بتكوني
167019,وبيطلعوا
198144,ينتقدوا
126845,لمسيرات
185259,ووقفات
162137,والفسقه
160722,والديوثين
105991,فالعواقب
85958,راتبهم
199127,يوفقو
22442,الجمعات
48510,بالمولات
171829,وخدي
47017,بالسوريين
190766,يترحمون
47546,بالغزل
132001,ماهوالمرض
129136,مءهلاته
171886,وخريج
78579,حزيز
26858,الشاهدات
202859,ہسپتالوں
89126,زکام
84599,دواءی
93711,سیول
202857,ہسپال
90869,سرجیکل
156584,وارڈکا
202061,کراو
50683,بتعادل
74479,ثﻻثه
75115,جبدونا
139014,مصختوها
191852,يجوون
189303,ياعمان
173181,ورقد
196787,يقرء
75231,جج
64897,تجھے
202869,ہلکا
35345,المظلي
40223,انتظروه
174532,وسياسيو
139375,مضع
107944,فصلات
166375,وبعضنا
112401,قيض
88212,ریز
129555,مابيروم
133656,متریال
202467,کنندش
87893,رومی
166915,وبيحاول
161221,والسيساويه
30116,الفبرس
113693,كدزه
195358,يضيفون
19274,البارازيلين
105945,فالطاءفيه
136332,مديته
63195,تبتي
24274,الدبس
176865,وعلينه
202211,کرینا
201687,ڈیلیور
15379,افیکٹس
10834,ارڈر
83199,دايستغيث
146168,ناذر
139883,معاميعك
45869,بالبقعه
114187,كریزاں
19303,الباسك
103713,عنيي
114566,كفنا
189063,يارل
196947,يقلقل
170936,وحافظج
90763,سخفو
86380,رایکن
30887,القد
81785,خطیر
203022,یبقوا
19049,الاولادفی
20351,البیت
189487,يالاخضر
57365,بلقاك
129400,ماباك
73631,توعدني
192156,يحذرو
105721,فالبلدان
47788,بالقنوط
164207,والياس
67959,تشاغلت
46143,بالتفكر
160837,والرضء
30806,القانطين
53800,بريكينغ
14178,اعتناقه
16717,الاثني
102278,عشري
137649,مستجداني
182104,ومصممه
8319,احتياطكم
181112,ومتفكروش
153660,هندل
181971,ومشاها
170396,وجتله
9050,اختزله
53980,بسءاله
58204,بملكتها
135573,محمين
100923,عالواصلين
60265,بيتحملو
179202,ولادا
195964,يعطلو
128559,ليعزلوها
58596,بنجلس
179003,ولابالعام
177727,وفياه
45613,بالاليه
20732,التدريجيه
149439,نفوز
61605,بيكتبوا
61161,بيصرح
25726,الزواره
121460,لذكرك
127187,لمواقفهم
7902,اجملك
31234,القواسمي
53680,بروحله
166201,وبسكويت
123300,للاجء
178610,وكذبك
112601,كاخواني
50593,بتصفي
189342,يافاشل
35528,المعضل
87738,روحهه
126800,لمستخدمين
21859,التيكتوك
126574,لمجتمعاتهم
96962,صجي
196212,يغااااااار
63817,تتراس
199781,٢٠٠٨م
129092,مءشرها
112857,كاك
99807,طيرن
53466,برقعه
76189,جميلتو
154772,هيونج
143010,منحل
167217,وتادبهم
181027,ومتخسر
182009,ومشغلنا
184337,ونوافذ
143704,منوت
104211,غاشيين
144007,مهموما
91775,سماعها
38433,الوزراي
23682,الخاطفه
131351,ماكالوا
97459,صعدو
51650,بجل
96467,شيوخك
26667,السياحيين
21025,التشويش
147657,ندعوه
184226,ونلتجا
124687,للرجاله
192327,يحطوكي
50070,بتحكيها
134299,متناميه
152195,هايموت
156115,واخرشي
198741,يهجرونا
126986,لمعلوماتنا
89298,ساحره
116484,كڤايروس
127827,لوتفشي
102294,عشقش
84772,دوسش
72935,تنهاییه
54722,بشکونم
73931,توییتو
146587,نباشین
156199,واخوانها
155936,واحفظوه
28671,العاقله
15986,اكتضاضات
109432,فوتونا
58949,بنفق
102190,عسرطان
101461,عتلوث
102615,عفقر
157339,واضخم
149986,نمسي
141875,ملازمتنا
105455,فاشوفه
85449,ذابحه
168193,وترانزيت
93807,شاحنات
121445,لذ
118681,لانسمع
123506,للاضرار
187781,وينامون
142575,مناجاه
146849,نتحسب
84386,دمرنا
192212,يحز
46536,بالخاطر
20641,التحلي
6462,اتاريها
74498,جاءتنا
99774,طيبتنا
62375,بیخبر
200836,پریدم
195461,يطفحو
186137,ويحشو
36526,المنشاوي
67991,تشاوروا
176694,وعطونا
130127,ماتميزين
17761,الاصاله
12434,اسقطتت
13957,اظهره
29938,الغيور
135537,محمدالبشري
134657,مجاهدينا
193907,يساند
55946,بغضبه
78572,حزنه
77769,حبيعه
37812,النيوزلاندي
51660,بجلدك
157601,واعشقها
110148,فيهمني
171552,وحمايتها
164408,وامنها
66318,تذكرحاليا
111559,قضيتي
51932,بحرج
127848,لوجهات
107005,فحفظا
181061,ومتسببين
155386,واتذكرت
134667,مجبتهاش
195742,يعتبروه
13096,اشكثر
150593,نورني
53433,برفعه
119322,لايميز
159564,والترقيات
158295,والاجناس
41192,انفعهم
104795,غمتك
25671,الزمتني
93186,سيسقطونها
198865,يهوش
143550,منقضيها
122231,لطلابي
19915,البكالوريا
61089,بيشتكوا
15102,افرضوا
184860,وهيبدا
151467,هالتجمعات
126400,للولاد
164440,واموه
100712,عالصور
72920,تنميهافكار
176124,وطنيهمش
87332,رقاصات
171524,وحلويات
85792,ذييهم
182547,ومقدمين
47191,بالصفرا
14129,اعتقادكم
195674,يعالجونكم
63487,تبوسهم
190483,يتاهلوا
22619,الجوز
128318,ليحطوها
117891,لازملنا
122644,لغزه
38668,الوليدي
165394,وباعش
35842,المقاصد
171642,وحولوه
113798,كذه
125276,للعن
8672,احكروه
53933,بزوايه
175489,وصفقوووه
172497,ودنس
124675,للراقصات
60942,بيسافرون
174805,وشايله
122650,لغط
26346,السلسه
188273,ویدیوهای
188271,ویدیوها
174477,وسوشيال
179173,ولاحده
194352,يسطتيع
99596,طني
173240,ورني
169383,وتقلبيا
70964,تقلبيا
48130,بالمحله
79854,حنبوظها
133710,متستعملش
43026,ايديين
146847,نتحروق
72464,تنتقملنا
192496,يحميكين
155479,واتكل
150702,نوهت
88336,زالفل
148391,نشخصها
148956,نعالجها
46749,بالراتب
163012,والمختبري
168020,وتخلو
88713,زلقه
76927,جيرارد
79223,حققنا
190796,يتركونا
58553,بنتفق
158648,والاضافات
143744,منيحبيروح
182061,ومصالحه
161394,والشيعيون
45042,باعوافلسطين
56984,بلادالمسلمين
12592,اسميناهم
88594,زعماءالعرب
139170,مصطلحه
139307,مضاربي
45571,بالاقتصاديادت
28122,الضلالات
87385,ركاءب
56829,بكملك
183351,ونامن
118716,لانفراج
23683,الخاطفين
149335,نفسيتنا
70548,تفنيشهم
151424,هالانسانيه
116421,كيمرا
44086,بابوق
100882,عالمولات
161568,والضهرات
186292,ويخطط
162631,واللتين
160441,والخاضعين
197538,يلغيلنا
129413,مابتتسترش
131149,ماعندهاش
144367,موجودهبس
129980,ماتعرفوش
27588,الصحهالعالميهايه
143376,منظمهالصحهالعالميهماعندهاش
165684,وبتبصم
173455,وزارهالصحهالمصريهوخلاص
184954,وواجباتكم
181238,ومجتمعكم
55328,بعاءلاتكم
129949,ماتطالبون
177965,وقتهاوكان
127341,لنحارب
199205,يومءذ
196331,يغنيه
143134,منزلينها
132343,مايروحش
140053,معجبو
16806,الاجير
92904,سيتعرضون
124293,للجلطات
116013,كوشمار
87504,رمليه
19658,البروستاتا
84075,دعيج
50169,بتدخلونها
54366,بسياستكم
61758,بيمددون
153746,هنقلق
6951,اتطمنهم
195895,يعرفونه
154177,هويدا
7192,اتكسرت
177637,وفلوسي
175698,وضاحتی
178645,وكركرو
48605,بالنفسيه
134198,متلات
59040,بنلتفت
129385,مااوصل
183187,وميبين
125462,للقبلات
101788,عذابيه
50227,بتربيكن
162849,والمتعاقدين
149143,نعوي
24982,الرافض
49955,بتجهيزه
107201,فذهبت
7239,اتلغي
155097,واااااااااجد
78968,حضطر
47895,بالكمام
139750,معاتب
97712,صمتي
146920,نتصافح
148961,نعانق
199012,يورجن
96370,شيفتك
9895,ادول
165743,وبتذكرني
153156,هضاك
148041,نسالهم
194848,يشكلها
100705,عالصامت
51252,بتنشوي
41956,اهينك
98189,ضجت
109222,فننتظر
201495,چهرتك
25626,الزفره
62220,بچهرتك
76825,جووووووووور
103952,عيباه
24120,الخوال
62428,بیغرتو
187607,ويلز
69852,تعليمنا
183402,ونتاءجهم
159480,والتحصيلي
24236,الدافعيه
37568,النفتخر
22654,الجوهري
89117,زيورخ
198798,يهرجوا
107228,فراسي
67182,تزودهم
54764,بصحتكوا
33923,المختم
70363,تفريق
111203,قرره
107427,فرصوا
196869,يقضوها
198567,ينقط
168406,وتسببه
14484,اعقب
35709,المغوار
129890,ماتشتغلوا
72833,تنقذوا
49942,بتجميد
156535,واركب
44122,باترول
56969,بلاتنيوم
157586,واعرس
123285,للابل
8815,احواله
64540,تجاهك
43322,ايمر
186327,ويخنكه
51156,بتمجد
70074,تغسلولهم
198768,يهدموا
154221,هياطنا
186193,ويحمد
159978,والثروات
135399,محفوره
35765,المفرح
134034,متفاجءه
134063,متفصله
23060,الحروش
182793,ومناداته
130658,مارنوه
162927,والمجوسي
195943,يعصرون
91660,سلقه
113949,كرعان
41109,انغام
87349,رقصني
34549,المسبحه
33593,المجلوطين
6314,ابوجهاد
163882,والنصاءح
190697,يتخطف
95672,شمغ
185878,ويتلطمون
6576,اتجي
40532,انخلوك
91164,سعوديفوبيا
123673,للاندهاش
131738,مانبيكم
64868,تجيبونه
170026,وتودي
99155,طريا
75822,جفلتنا
182349,ومعكرونا
167377,وتبقو
67161,تزكرونا
170171,وثانويات
182252,ومعاهد
199939,٢٩شباط
55278,بطيتونا
58329,بمواضيعكم
101209,عبانا
89118,زيوريخ
125969,للمصريه
61289,بيعالجناليه
165557,وبالفم
151128,هاتتشال
151168,هاتقوم
89785,ساوره
95622,شماهايي
82903,داريد
145317,ميكنيد
145137,ميزنيد
153455,همسرم
43081,ايرانم
145098,ميرسه
77917,حتموتي
149366,نفطكم
90490,ستمد
90444,ستقطع
66766,ترغم
30099,الفايزه
47443,بالعضله
138329,مسوءليين
60642,بيخافو
45758,بالباشاميل
153366,هلن
199315,ييرز
25631,الزقته
61183,بيصيبه
82694,خييييييير
133041,مبضونين
32358,اللقلقه
27316,الشوبينغ
31636,الكزدوره
101390,عبوكرا
73117,تهستري
80957,خبرياتك
11614,استشهدت
38771,اليان
96763,صافتلي
51331,بتهري
169599,وتلف
102541,عظاء
117943,لاستخدامك
167451,وتتحمل
23215,الحضرتك
149183,نغفه
155328,واتباعا
159035,والاوزبك
105447,فاشلون
129788,ماتذكر
17745,الاشيا
21889,الثانويات
165250,واﻹ
158233,والابلاغ
105290,فاراح
96852,صايي
145600,میخاد
53845,بزاره
155114,واااحد
47345,بالظاهر
58188,بملازمه
192139,يحددها
56724,بكرصت
113673,كدامك
195378,يطالبونك
70879,تقش
119297,لايكولها
103715,عنچ
44925,باطلع
97572,صفقولي
9974,اذاكره
61471,بيفشخو
181063,ومتسترين
142718,مناقشتنا
159213,والبست
106699,فتسبب
196211,يعيوني
80976,خبصتكم
13188,اشيبكم
80997,خبيثا
17050,الاخوجيه
64050,تتعبد
44484,باردوغان
182571,ومقهوره
85074,ديرتها
126698,لمراجعتها
70281,تفتلو
90319,ستشارك
47664,بالفويس
19436,البجعه
11670,استعاره
19435,البجعات
21404,التقلبات
77092,جیكر
152623,هتنقل
184429,وهاجم
33420,المتهمه
165541,وبالعالم
195389,يطاولوا
51217,بتنبسطو
42339,اوصلنا
148655,نصلها
201668,ڈرتا
156424,وارثوں
79963,حوالك
54504,بشربش
135690,مخاوفها
166338,وبعثر
168214,وترتيباتها
85735,ذو
19822,البطش
181556,ومرءوس
157934,واقداره
179316,ولاعدتهم
176419,وعتادهم
90136,ستتقدم
52120,بحلبا
47781,بالقنص
47810,بالكاتم
145185,ميشتغلون
47300,بالطرد
165487,وبالجوار
152240,هبدك
85976,راجعلها
190478,يتاملها
158335,والاحداثيات
177301,وفادار
76508,جهنمی
92369,سوالنا
102701,عقدوا
74225,ثبتوا
38456,الوساوس
120098,لتروحوا
114400,كصيني
102013,عروضا
169841,وتنشط
120560,لتنقذنا
109934,فيصابوا
106963,فحسبنا
95494,شكوناهم
107809,فسيت
7156,اتقفش
37077,الميع
113135,كانجاز
167011,وبيصيروا
176823,وعلتان
61788,بيميز
173543,وزغيره
163140,والمزايدات
100562,عالتوعيه
159455,والتجهيل
158778,والاقصاء
160566,والخيانهوالعمالهوالصمت
36698,المهدره
26918,الشجاعهفي
97705,صمتا
178598,وكدحا
177015,وعوزا
196320,يغمر
55656,بعطفه
161134,والسلوان
64555,تجاهه
23784,الخدر
81103,خدران
179349,ولافكرت
94713,شرررفااا
202027,کثیفشون
188985,يادوك
189786,يامصري
184151,ونقلا
104121,عييل
94938,شسوون
100611,عالحب
76864,جياني
14468,اعفا
31774,الكماين
63990,تتضرب
63865,تتريق
50274,بتركض
96168,شوماخور
143170,منسمعو
126763,لمسءلياتها
83040,دامج
134895,مجهزتهم
146645,نبشر
57324,بلغتني
180834,ومايتخذون
74093,تړون
88543,زرکلن
165246,وایي
200918,پلاوی
104897,غونډه
202800,ګډون
122664,لغوه
102388,عضب
59298,بهانې
202635,کړې
60357,بيتعود
100776,عالقرف
166871,وبيتاقلم
137925,مستلشقين
54981,بضبطوها
60701,بيخلوهن
11508,استدعوون
102575,عغزه
139023,مصداغيه
61149,بيصح
116297,كيبيك
180573,ومادب
183022,ومهذب
157319,واصيل
183397,ونبيل
176739,وعفيف
172479,ودمك
181551,ومذوق
164890,وانيق
101594,عحالي
150760,نيالا
62724,تاخدني
189889,يانكد
61443,بيغيروا
83770,دريان
170203,وثقب
138899,مصابو
23671,الخاض
117894,لازمم
202776,کےواحد
83108,دانشور
88135,رپوٹر
43759,اینکرز
74870,جانثاروں
76405,جنھوں
202766,کےدہانے
85302,دھکیلا
187527,ويكررونها
151437,هالبديهيه
69437,تعجبهم
108990,فماهو
154358,هيجين
122442,لعقله
54150,بسذاجه
76725,جوفه
46940,بالسره
6267,ابهروا
58133,بمقتبل
6271,ابهين
107172,فدوا
100144,عابس
23125,الحسبن
183492,ونتورط
165861,وبتلف
48421,بالمناخات
83374,دخترا
62854,تاسيسه
36512,المنسدح
198231,ينداس
198573,ينقفل
145929,میڈ
180139,ولمدارس
161039,والسخونه
198744,يهجون
139880,معامليني
144787,موليه
168830,وتطكه
26940,الشخاص
124277,للجربه
32735,المارنز
202980,یادش
76848,جوی
81401,خریدیم
39110,الکلش
150245,ننداخت
150618,نوشابه
145630,میخوردی
57249,بلشتهم
133080,مبلتشين
52243,بخافطفه
70342,تفرفرت
46925,بالستيي
102574,ععندش
92570,سولفنا
7785,اجروها
61437,بيغلي
138457,مشاركتنا
174388,وسنعمل
26747,السيقان
52175,بحن
167157,وبيودوني
180422,ومااحب
145381,ميما
91245,سفركم
184476,وهالفتره
75339,جدوال
102495,عطلوها
143422,منعتنا
130209,ماثناها
169545,وتلاتين
178368,وقولنا
63263,تبراه
39620,امضغ
92825,سيبعد
15113,افروزی
17784,الاصغاء
149690,نكارحه
183697,ونزبج
195931,يعزي
35207,المضطربه
160663,والدهب
60936,بيساعدك
23756,الخبوووول
162972,والمحسوبيات
171922,وخشمك
156356,واذنك
42454,اوقاتا
159547,والتراخي
178378,وقومه
42906,ايته
171057,وحجته
185319,ووليه
77222,حاربناها
131735,مانبغا
194337,يسرلك
184932,وهيني
176504,وعذابه
162828,والمتشدده
163285,والمشرك
163582,والملحد
164101,والوثني
159247,والبطيخ
187114,ويعاملون
132398,مايسولفون
157816,وافرحوا
42046,اوبريت
92301,سهمها
102816,عكرتها
124073,للتطبيل
114431,كعادتك
189505,يالبكيري
105432,فاسيا
72577,تنساق
66749,ترضيه
70822,تقربت
123164,لكلاسيكو
29152,العصاميين
69617,تعصبك
168822,وتطبيلك
147127,نتيجيتين
89581,سالبتين
133346,متتالييتين
105990,فالعميل
160030,والجبان
177353,وفايزين
100747,عالعين
74048,تيليغراف
119957,لتحقيقه
174555,وسيترك
124937,للشعوذه
33493,المثبت
171309,وحصاره
159673,والتضييق
105713,فالبصاق
123128,لكثيرين
33610,المجني
143812,مهاتره
56676,بكثيرين
174064,وسخريتها
173509,وزرها
100416,عافاه
51476,بثالوث
16268,اكوللكم
158866,والامتحان
147774,نرتدي
26136,السستم
142642,مناص
52276,بختكم
22391,الجلخو
96631,صاحبا
24739,الديمغرافي
118998,لايجيه
157906,واقتراح
